Dif. SG_N,Dif. SG_P,Early round SD_N,Early round SD_P,Elong. SD_N,Elong. SD_P,Late round SD_N,Late round SD_P,Macrophage_N,Macrophage_P,SC.I_N,SC.I_P,SC.II_N,SC.II_P,Sertoli_N,Sertoli_P,Undif. SG_N,Undif. SG_P
LY86,1.2209149164950696e-28,CFAP298-TCP10L,2.5849857068956227e-15,FAM71E1,4.3171448916812346e-48,TMEM243,1.3830030282628794e-43,DDX17,2.773794084452718e-07,KIF5B,7.152914539209731e-21,MRPL51,1.0366227420516179e-44,FGD4,1.8221843787079902e-13,FGF13,8.237983567885697e-13
GRIP1,8.782434811715062e-29,SYCE3,3.0135312613035718e-15,GABARAPL1,2.409676080346452e-47,LINC01760,1.5702387501421733e-43,NHS,2.9917854850036675e-07,CCT8,8.290962329572245e-21,CLGN,4.2008009383546204e-44,ENPP2,2.1674943999601703e-13,SYT14,7.907475705060962e-13
LINGO2,8.82775922453733e-29,MRPL14,4.216277457577898e-15,FAM186A,1.4787216531293647e-47,LOC101927388,2.8407766620635497e-43,FDXR,3.6842412013731095e-07,RAD9B,1.044230869621177e-20,ELOC,3.7936933124842894e-44,GATA4,2.339131731161038e-13,CNTN5,1.0823311146302604e-12
DLG1,1.467990950732585e-28,NDUFB3,4.453435619219135e-15,ZNF683,7.22007855308427e-47,LINC02658,2.5888292246564994e-43,LINC-PINT,3.948908327536045e-07,CNTRL,8.610504825902738e-21,ATP5MC1,1.2521751242146793e-43,ZRANB2,2.0263764925537696e-13,OTUD7A,1.2193298275462119e-12
ASAP1,1.5062107281711223e-28,LOC105377110,4.967265303686917e-15,H3Y2,2.2444435623947123e-46,NOL4,9.2003744684629e-44,GSTP1,4.206795703879757e-07,PCBP3,1.046233242496268e-20,EYS,6.454831613121532e-44,UBR3,2.3121041195130694e-13,GTDC1,1.3196421457049598e-12
APBA2,2.4897620087886385e-28,NKX6-1,6.5311868040704774e-15,NAA38,4.679245775364896e-47,ASB15,3.5220021569671846e-43,NUPR1,4.445484975175363e-07,RPS27,8.581768636071222e-21,KRTCAP2,6.125976124707414e-44,PRKCB,2.9324262794083586e-13,LINC00621,1.5756865833326582e-12
LOC105371308,3.300966208882773e-28,LRRIQ3,6.79231920156742e-15,IZUMO2,6.34619630466366e-47,H1-7,5.128826923911834e-44,SERPINF1,4.535138431266133e-07,STAG1,1.1566155847657586e-20,SLC4A8,1.4585749638507358e-43,PIP5K1B,2.9576694384727487e-13,PTPRG,1.201570328670484e-12
CCT6A,5.185053711855241e-28,SLC36A4,6.79231920156742e-15,FAM157C,1.0390285992998798e-46,EFCAB11,8.175874278673716e-44,IFI6,4.816110086751187e-07,NOVA1,1.2571331794200493e-20,LYAR,1.7777389257488243e-43,ACSL4,3.3528959642737765e-13,RAD51B,1.5176308388457646e-12
COX3,3.32340033174587e-28,CADM1,8.940794047033129e-15,C10orf82,1.111495956278435e-46,CDKN2A,3.750622257140716e-43,TGFBR3,5.589196416828475e-07,IHO1,2.348552039030434e-20,LOC105376101,5.9754787140251085e-43,L3MBTL4,3.4453346031999193e-13,CHSY3,1.8189210038572703e-12
LINC02899,7.479086932840325e-28,ZNHIT1,1.4676493941276775e-14,TEX43,1.9588196069628026e-46,ESRRG,5.0905515907696605e-42,ABCA10,5.633035432636659e-07,LOC105375974,2.877495757890099e-20,LOC105372835,7.632501320545175e-43,SMARCA1,3.523370677474513e-13,PDZRN3,2.147459163357639e-12
RPSA,8.056656753846644e-28,LOC107986521,1.513476615785919e-14,CBY2,2.3220936665789032e-46,LINC02502,1.4539932055491378e-41,MAMDC2,6.090553088337044e-07,CCT3,2.6757024332773436e-20,CBX5,1.9271790380946306e-43,ATP9A,3.384485385019836e-13,CDK14,3.3290228980019197e-12
CAMTA1,6.540218605002049e-28,LOC107986081,1.9375656378101128e-14,LOC102723490,5.136051835156163e-46,NEBL,5.265732595894605e-42,TCF4,7.309039724182969e-07,SRP14,2.2425260897577906e-20,LOC101928278,3.4225034680685355e-43,ADGRL3,3.7550928818039834e-13,PWRN4,3.873971074664952e-12
RAD51B,6.869620522527718e-28,GNPNAT1,1.8852971105006958e-14,TRMT2A,1.2314736682093212e-45,FAM186A,5.306235756665657e-42,HLA-E,7.625447805768255e-07,SGO2,5.0604080635861394e-20,LOC107987105,2.54436559189674e-42,CCSER1,3.754812653070769e-13,LOC105373150,3.3290228980019197e-12
NCOA1,9.143551741654605e-28,LOC107984215,1.8852971105006958e-14,DKKL1,9.196016866826254e-48,ACRBP,8.145754497648737e-42,SLC8B1,9.019563700767775e-07,SMC4,4.3407963388277094e-20,TNRC6B,6.5349729966751115e-43,MARK4,3.949687391948259e-13,LOC105375508,3.9678213632830645e-12
JMJD7-PLA2G4B,2.4437564544545498e-27,APH1B,1.8036200905293216e-14,SPACA3,3.2820765255298692e-46,USP2-AS1,4.24932873995687e-42,MT2A,9.872034254564924e-07,CSPP1,7.141278865963138e-20,ASRGL1,1.7042922573315815e-42,GNAQ,3.738618802293741e-13,LOC105377567,4.010506460420608e-12
DMRT1,3.766833455452041e-27,MROH9,2.2030415738740186e-14,PDCL2,8.060280623227165e-46,CCDC91,6.142273995416049e-42,ZFPM2,1.435778129010849e-06,SYCE2,9.040051956651096e-20,TSACC,2.374775840772944e-42,KDM6A,4.616708162711828e-13,LINC02248,4.9263435589071174e-12
LOC105374557,3.599331910504948e-27,FMC1,2.2098080714566964e-14,FAM71A,5.506205576811283e-45,DIAPH3,2.140944357594517e-41,TNS1,1.4742667709452402e-06,TEX41,7.887704410972234e-20,MRPL41,1.1639046116688196e-42,AP3B1,5.210740689139971e-13,LOC105372666,4.261358339893001e-12
RHOXF1,5.823630836657015e-27,TRAPPC5,2.3720094926394656e-14,C2orf74,2.0654305068339844e-45,TPRG1,4.0699279117357615e-41,OGT,1.5152533963495307e-06,NPC2,1.5988158768035036e-19,ANKRD20A1,2.54436559189674e-42,HPRT1,5.852286298017791e-13,FOXP1,4.9132539644971886e-12
UBE2E2,4.1274020837531534e-27,MRPL52,2.731415474658069e-14,SPACA4,1.5909469418162404e-45,GRID2,4.019928943146496e-41,CYP17A1,1.7871108971044252e-06,SDK1,1.5579966202378563e-19,ANKRD36,2.1159728653796871e-41,NOTCH2,7.219984796862191e-13,LRP1B,5.285575983499657e-12
NASP,6.608039262980895e-27,LOC105369645,3.769603747782499e-14,SMIM6,1.9956426146245564e-45,LOC105369457,1.6918938885794299e-40,RDX,1.775605697262064e-06,XKR9,2.0262029420757884e-19,HSBP1,9.644343649541041e-42,SNRNP70,7.23842099934196e-13,SLC4A4,6.2409667083810246e-12
NENF,1.7265966233657334e-26,MUC12,3.930168389632391e-14,LOC107985960,7.897487465487186e-45,LOC105373793,1.4847151693974943e-40,GSTM2,1.8055237669852445e-06,SNRPG,4.78913012776641e-19,LOC105374240,4.451790767318024e-41,NHS,8.429208827078579e-13,SLC30A8,8.137247577922323e-12
NCAM2,1.1299312128543532e-26,CRB1,3.424424005222074e-14,LOC107986218,8.456701579268363e-45,LIMCH1,1.0987990869387783e-40,LOC105379461,1.9026146846493023e-06,COL24A1,5.198531600955779e-19,NOVA1-DT,3.961676707641941e-41,WT1,1.0039332158222376e-12,LARGE1,8.388764374909942e-12
MYO18B,2.380993360366824e-26,C10orf67,4.0370962019467004e-14,CSNK1G2,7.191322191034141e-45,TMEM191B,1.5924483428479484e-41,ZBTB16,1.940918142441199e-06,BTG3,6.63934835803355e-19,NDUFB3,3.006258168343055e-41,PRKCI,9.927669116227425e-13,PTCHD1-AS,9.808665042954364e-12
TKTL1,2.9638332235528597e-26,EFHC1,4.6220995532187454e-14,CDADC1,7.193280137320106e-45,SWI5,7.890479624879705e-41,MEG8,1.956164939025872e-06,DMC1,7.397040531385916e-19,SPINT2,7.723570056871219e-41,PAK3,1.1792870378070405e-12,JMJD1C,9.811504813841768e-12
FBXW7,2.26007804913996e-26,MAD1L1,4.64594362091799e-14,MICOS13,5.506366533206604e-45,FEM1B,2.0491104745753534e-40,CTNNB1,2.030785002420844e-06,CCDC18,7.930092768743863e-19,SRSF11,4.384171513720042e-41,LINC-PINT,1.4141439101379402e-12,GPHN,1.3419392449973594e-11
RHOT2,3.749375640871372e-26,ZBBX,6.491927620428056e-14,LOC105372547,1.9216155129142599e-44,LOC101928651,6.225859338417526e-40,SMOC2,2.335340171398172e-06,U2AF1L5,9.757924517672195e-19,UQCC2,8.004836493584711e-41,MSI2,1.550582320988492e-12,IGF2BP2,1.707758579926025e-11
NOP10,6.181460167953472e-26,RNF114,1.0136079260041574e-13,HINT3,9.386491202283555e-45,LOC101929058,1.517190008812161e-39,PDK4,2.4156403372326566e-06,CSMD3,1.5388236404585122e-18,AK9,5.34867038387372e-41,GPC1,1.7139888718770252e-12,TANGO6,1.6645928663738846e-11
ZC3H8,5.819389276777432e-26,H2AC19,1.4571678640242864e-13,ADIG,7.093636193092129e-44,LYPD6B,1.517190008812161e-39,IDH1,2.6916021550182634e-06,TOPAZ1,2.4285906048998928e-18,AURKAIP1,3.5276053009615146e-41,AKAP12,1.6509103179469499e-12,RALYL,1.8592696951901603e-11
NME3,9.517315390756212e-26,SPDYE4,2.0056757496171267e-13,CCDC185,6.618402053696359e-44,LINC02355,2.399797349684233e-39,EXT1,2.6983358330484646e-06,DYNLL1,1.9293279835216502e-18,PIWIL1,2.2167493633756633e-40,ARHGEF3,1.7974965183784878e-12,KCNN2,1.971522105605986e-11
BNC2,4.941871112145808e-26,CFAP157,2.8425265657923055e-13,LOC100996249,1.0462700847349804e-43,TMEM262,3.1493958778596545e-39,N4BP2L2,2.987003747833573e-06,STRIP2,2.964765235266084e-18,HNF4G,3.5201484968040397e-40,ITPR1,2.098665035818678e-12,IL1RAPL1,1.907094326895676e-11
FARS2,6.459937628742076e-26,H2AC18,3.9038308210945743e-13,DAB1-AS1,4.558586311991189e-44,TMEM210,1.4104755028974221e-39,GREB1L,3.1544217355874144e-06,FTHL17,3.9305104999562624e-18,MYO9A,1.126034120492e-40,TIAM1,1.9886639750053234e-12,IMMP2L,1.9499882576659258e-11
LOC101928731,1.1451201220760837e-25,CTNNA2,3.6825018438870813e-13,IQCE,4.0123950739663847e-44,LINC02272,7.781612484842622e-39,SERPING1,3.5231874616235316e-06,AHCYL2,4.4213143171238825e-18,CT75,6.791718512682585e-40,MBNL3,2.4721215661674566e-12,CACNA1D,2.5914485966053428e-11
USP12-AS1,1.1707339045833373e-25,KRTCAP2,4.709561009381447e-13,MAILR,2.829750074053714e-44,MGAT4C,3.345244668979162e-39,TM7SF2,3.5236581513063296e-06,NIPBL,4.267916991762102e-18,TEX41,4.20154872826824e-40,ITGAV,2.5926233432224438e-12,PRKD1,2.4445506832157352e-11
SLF1,1.315068187855301e-25,LOC107985990,5.682350527254566e-13,SYT16,6.618402053696359e-44,LINC01643,9.218121256108224e-39,RPLP0,3.63852107932133e-06,DENND1A,4.61121169847395e-18,SLMO2-ATP5E,5.626114368553362e-40,APOA1,2.6950404634333288e-12,LOC107984867,3.4023663888058453e-11
PDZRN3,1.790491018847499e-25,C16orf95,5.541915650686627e-13,CLSTN2,6.46368180344329e-44,IQCM,1.059182368661175e-38,TCEAL9,3.958378024827843e-06,RFX4,5.357096057373394e-18,LOC102724458,2.2728245192629478e-39,MAP7,2.755829391080438e-12,ADAMTS17,3.2799416045634706e-11
MTRNR2L8,2.42461486493958e-25,RBFOX1,5.508073546679191e-13,TAF13,2.3444146048026614e-43,TRDN,7.024824918486187e-39,TIMP3,4.410063688037591e-06,H2AZ1,4.77793870526606e-18,RBAK-RBAKDN,1.1631112417057637e-39,COX1,3.0601392837021593e-12,LINC00624,3.8286884239880564e-11
ANP32B,3.55484559798421e-25,GSTM3,5.801868677575849e-13,PHF1,1.2921868499483998e-43,MAST4,6.225256672622293e-39,HMGCS1,4.810288063368914e-06,LOC349160,5.853253811976593e-18,LOC105379207,3.6929080759060904e-39,SLC35F5,3.784155650742625e-12,MYO1D,3.978136565926892e-11
B3GALT1,2.038907402325096e-25,LINC00882,6.890884779321605e-13,SH3GL3,1.8982485929963916e-43,LOC101927441,9.105227073931158e-39,EPHX1,5.919080398969252e-06,IQCB1,8.175422953449654e-18,ART3,1.6753474640120374e-39,TENT2,4.8334722162970055e-12,KHDRBS2,4.336309878742302e-11
CCDC138,3.2694297389871064e-25,SPEF2,6.898296630033892e-13,ZFAND3,2.009394382238798e-43,PLD5,1.6563675119953872e-38,GSTM1,5.992930302202033e-06,KIAA2026,7.503976645851264e-18,MRPL33,3.37858879765885e-39,KIF21A,5.25975416005561e-12,UTS2B,5.009656757502109e-11
PTCHD1-AS,4.260823795046022e-25,FAAP20,6.510345613874433e-13,LOC107986298,6.27400835395899e-43,LINC01609,1.2753381328830058e-38,MBNL2,6.128457739499196e-06,PSMB2,9.058731845153189e-18,LINC00882,5.760619583369706e-39,LMBR1,5.630912387690553e-12,IL1RAPL2,4.88180752668899e-11
amplicon-chrX-MAGEA4,6.827457379434882e-25,ELOB,7.280306988333071e-13,NCOR2,9.026150083370516e-43,LOC101928317,1.8354610530940977e-38,C1S,6.254340573765006e-06,DLEU2,8.77359070306682e-18,TMBIM4,3.420982924064748e-39,SEPTIN14,5.841575675416119e-12,CDK17,5.529296696944087e-11
IGFBP2,7.065173404950225e-25,CIB4,9.344522051685704e-13,LOC105375477,1.4223549678293063e-42,LINC01500,1.0380739203046735e-38,UTY,6.149027269706012e-06,AK9,9.995964588947545e-18,LOC101927687,9.120789607658266e-39,DPP6,4.945908477255854e-12,SLC24A3,6.048426971474175e-11
CLASP2,5.429138720406408e-25,KIAA0825,9.344522051685704e-13,ACTL7B,7.590377787891774e-43,USH2A,1.4174045495898954e-38,SCARB1,6.5261895525689085e-06,NUP133,1.2659928547215879e-17,CD163L1,5.760619583369706e-39,FAM13A,5.958979760578204e-12,C11orf80,5.513226593573517e-11
SMS,8.144618711563995e-25,LYL1,1.0454933256922485e-12,C1orf43,1.0545604679040672e-42,NDUFA5,1.5054978236323036e-38,LINC02388,7.784058776676143e-06,BSCL2,1.4054702084313403e-17,HORMAD2,7.090194631404071e-39,MAP3K21,6.273218653828792e-12,ARID1B,6.530609876102602e-11
SMC3,5.750679739473183e-25,DYNLT2,1.0832134677208875e-12,MLF1,2.8778992660986937e-43,LINC00211,7.964005991173019e-38,CCBE1,7.852604326048981e-06,LINC01120,1.9383115335552395e-17,PENK,1.4728620071265304e-38,RTL9,6.989787988239153e-12,TEAD1,6.719130477673719e-11
VGLL4,9.966796501240936e-25,CFAP54,1.4819095152275439e-12,TMEM91,2.688108472845727e-42,ILRUN-AS1,2.5761393583151596e-38,THSD7A,7.90459741410343e-06,RIMS2,1.7183193405520843e-17,NDUFB8,1.8793119392557908e-38,MICAL2,6.888134457418494e-12,CHD7,8.087194006869134e-11
LOC728755,1.2178828582549469e-24,LLPH,1.6619224477363452e-12,LOC101928119,3.674588043588423e-42,TEX49,3.692915689946494e-38,LHCGR,9.87038633777451e-06,UBB,1.483956343878817e-17,TRAPPC2L,1.7960266937152658e-38,GPC5,7.60032176350158e-12,LOC101928570,8.709962895533348e-11
LMBR1,8.635967364928574e-25,ARMC3,1.6619224477363452e-12,SVIP,2.207614958383233e-42,CYLC2,1.0912170032569746e-37,TCEAL4,1.0186950595198084e-05,CCDC144A,1.6051473364462875e-17,RPL36AL,1.703440756805731e-38,CTTN,7.428728270340738e-12,MDGA2,1.0198808304891052e-10
RXFP2,1.6682067036115876e-24,AK9,1.5462579329418438e-12,IFT57,1.6767829440326218e-42,CCSER1,2.211371174154068e-38,APBB2,1.0238908805064257e-05,HORMAD2,2.1680879176759653e-17,LOC102723370,5.817349579120705e-38,ATP8,7.826072706011823e-12,RAC3,1.1590193944031382e-10
ZFYVE9,1.516262154018076e-24,KIF9,1.662210222584448e-12,C11orf94,1.7233720153112078e-42,LOC105373720,1.5140240859665804e-37,LOC105375523,1.0407268919465676e-05,U2AF1,2.387643504706172e-17,UBB,5.417240352920373e-39,TRIO,8.016116312478846e-12,TFEC,1.2851807998930304e-10
RBM3,2.3436673800772626e-24,CCNA1,1.8374675973015366e-12,TMEM210,2.2346008633942548e-42,IQCA1L,3.7316797454406347e-37,PROK1,1.147247991724656e-05,ASH1L,2.7072890249616506e-17,BBIP1,3.927709161220003e-38,ZNF536,8.34540201641137e-12,ALPK2,1.5200815721652348e-10
GMDS,1.7545427058373924e-24,CABCOCO1,1.8855099891143432e-12,LRRC72,6.66318594686815e-42,DNAJB3,7.113428409330365e-38,MAGI2,1.1362534681187116e-05,LOC105378424,3.5830790391377796e-17,LINC00342,1.0651084107280575e-37,HNRNPC,7.884113126171221e-12,LOC105375630,1.5932190558884944e-10
DPY19L3,2.5656901053787384e-24,ACYP2,1.880657108743122e-12,CCSER1,4.520737459736699e-43,LOC105369838,5.24073437226831e-37,PLS3,1.196180043445962e-05,BRCA2,3.403233572704174e-17,COMMD4,3.951691188457341e-38,PTN,9.343720760753924e-12,KCND2,1.515792731612323e-10
NPC1,2.4185984844715594e-24,HAGLR,2.1259012160967565e-12,LOC101927605,6.650342868080409e-42,LYZL6,7.3225786985035416e-37,EMB,1.2531783282144546e-05,HSPA8,4.6559915825763845e-17,COX5A,4.847741985376226e-38,TSPAN5,9.37895988931285e-12,EEPD1,1.6820633880718825e-10
SMYD3,1.7207129162797924e-24,POMP,2.579528244420344e-12,LINC00393,1.4153928917282494e-41,LINC01192,5.428999293559204e-37,LOC105369212,1.2600214065113806e-05,GGTA1,5.725790639820317e-17,TYMS,1.1457603804399605e-37,LOC101928863,1.0426385473464725e-11,KCTD8,1.9329205305481475e-10
LOC105371896,6.3712182900767065e-24,YTHDF3-DT,3.108175216387383e-12,EFCAB11,3.2674108110671014e-42,TIMD4,6.659695771775229e-37,ENG,1.2609419596651972e-05,MEI1,6.48305950943355e-17,SLC9B1,7.804427293240787e-38,SLC7A5,1.0879812117088689e-11,KCNH8,1.8619053831317026e-10
KIAA1671,4.5352292594196284e-24,ZMYND10,3.2915449338349775e-12,SCAND1,6.990944850397444e-42,SPACA7,1.0812183357905282e-36,CRISPLD2,1.27779438678138e-05,TEX12,8.954827856846406e-17,TTC29,6.289643741100533e-38,KTN1,1.119128628180461e-11,NFIA,1.8556297173288569e-10
TTC17,3.920897596626587e-24,C9orf116,4.0476180935524395e-12,BCL2L2-PABPN1,9.688358899443401e-42,LHFPL6,1.516413722144529e-36,INSR,1.2973065985665473e-05,INCA1,9.454487040376391e-17,LOC100506207,7.10226401339987e-38,SRPK2,1.1476499119807317e-11,MCC,2.3336737507099617e-10
UQCR11,5.351827258826286e-24,GOLGA6L2,5.681968922098571e-12,KLF6,1.6361260616812718e-41,C17orf98,2.0554913400038545e-36,RPL36,1.31556762561115e-05,PFDN6,7.598499869965448e-17,SPAG6,9.125922653635853e-38,PKD2,1.5173598808584074e-11,NALCN,2.5293406144654664e-10
ITSN1,6.467753202348377e-24,PPP1R42,5.971160502466288e-12,FAM209B,9.818601298815913e-42,STAT4,1.4103766115378588e-36,SVIL,1.3617039886134336e-05,SUB1,9.667560468078442e-17,FAAP20,1.172075878321624e-37,TNFRSF11A,1.5556846906072893e-11,NTM,2.5487788816183574e-10
GPHN,4.6511657684135726e-24,COX6A1,7.039030501234142e-12,NDUFB6,1.1002225074237635e-41,SELENOK,1.0803710209306498e-36,MTUS1,1.491727920406064e-05,TMCC1,9.734562699383723e-17,CCDC144A,9.79419337403566e-38,TUSC3,1.540148596055605e-11,RORA,2.5447521126482393e-10
NDUFB7,8.13784387008606e-24,GS1-124K5.4,9.997065742085982e-12,MARCHF10,1.5325497641100962e-41,SUN5,3.805164688964701e-36,CPED1,1.5492011921345215e-05,SCAPER,1.2282862988432246e-16,RPS20,7.485468829712259e-38,MPZL1,1.626795245145586e-11,ACOXL,2.805034813352427e-10
MIR924HG,5.6284279550360096e-24,NLRP1,1.1993622671724082e-11,UBE2N,6.175930049551107e-42,LINC02625,7.099421466801862e-36,CTNNAL1,1.5492011921345215e-05,RABGAP1L,1.517717772346044e-16,PTTG1,2.6084121908377747e-37,TJP1,1.665932515988212e-11,GPC5,2.5523557679788986e-10
UCHL1,1.7063879851385193e-23,MEIG1,1.671023412977029e-11,EFCAB13-DT,3.138670187921664e-41,TMEM132B,3.253627103555628e-36,CYB5R3,1.564758638685102e-05,RBX1,2.080042349867518e-16,SYCP3,1.1979366310430589e-37,PON2,1.7586476259715114e-11,STAU2,2.935913705955395e-10
FOXP1,1.3232736342157604e-23,EFCAB5,1.687483410105252e-11,LOC105374577,4.964706603435033e-41,CREM,2.4885044814047587e-36,CD63,1.7169717465983503e-05,SNRPB,2.2203086867209855e-16,LINC00661,8.450460124147894e-37,MBNL2,1.767853439197523e-11,ANK3,3.0153199547316756e-10
L1TD1,2.468026082789989e-23,KCNU1,1.9818261153071042e-11,TRIM36,2.974500193896452e-41,TCEANC2,6.640708971466567e-36,LOC112268156,1.7482860281990247e-05,PRANCR,2.5276375077613644e-16,DNHD1,6.812187667485498e-37,ARAP2,1.858056178861722e-11,PARD3B,3.056127921485498e-10
FBXL7,1.482041187022537e-23,CCDC173,1.9956633226759083e-11,CREM,1.4904400581524263e-41,LOC105375387,9.83125549187099e-36,LSP1,1.8003816804486705e-05,LINC01507,2.7047100924757663e-16,MIR548A1HG,7.268601353962441e-37,PRKD1,1.918035099674611e-11,NHSL1,3.41609532039274e-10
EIF1AX,2.837307802678514e-23,CCDC39,2.2613612186385345e-11,FAM71B,1.1646601486676535e-40,GRID1-AS1,1.1298083867680132e-35,SMARCA1,1.9038653854516754e-05,MNAT1,3.865458289305729e-16,FAM153B,1.0092115633981136e-36,LAMA1,1.9740088737979527e-11,BACH2,3.251294837278369e-10
ASB9,4.044172848258247e-23,NOL4,2.1789804233696983e-11,SRSF1,9.630851544696616e-41,LOC105374007,1.4549810953576542e-35,THSD4,1.980555580565869e-05,HNRNPUL2-BSCL2,4.1128351562670045e-16,WFDC3,8.183975541706139e-37,IQSEC1,2.0209330156200236e-11,GNAQ,3.2159735762773403e-10
SPSB3,4.9905068033755664e-23,SLC38A2-AS1,2.688754212740196e-11,ARL4D,8.260899379041696e-41,LOC101929998,8.092957632482092e-36,TSC22D3,2.0664351840303332e-05,SCML1,4.726066615705368e-16,TUSC1,1.1176999085645299e-36,ABO,2.1533068478537697e-11,SURF2,3.59438901957645e-10
SORL1,3.847727220984594e-23,CCDC24,2.5466754090512882e-11,RFX3,4.90157776372442e-41,LRRC69,2.4142543675770704e-35,RPS4X,2.0869656471630375e-05,LOC100130701,5.12430469595377e-16,TRIM52-AS1,9.130047940595104e-37,ZBTB20,2.3982374856111123e-11,LOC107986770,3.267146750646169e-10
RSBN1L,4.2321237968301667e-23,ACRBP,2.4148012945991176e-11,NELL1,3.1757445344823414e-41,LRRC7-AS1,7.099421466801862e-36,COL3A1,2.163442358636309e-05,RASAL2,6.147585839486719e-16,MEA1,8.149525835104092e-37,OSBPL11,2.9985234674602915e-11,DSCAM,3.953916366680329e-10
KCNJ16,5.960958877451977e-23,LOC101929492,2.8279228486160088e-11,FRRS1L,1.8516096654724893e-40,MYO3B,1.9404688390938027e-35,LMNA,2.163442358636309e-05,GPAT2,7.961997464013124e-16,TRIM74,1.6646257857234587e-36,SCN9A,3.147002688885543e-11,TIAM1,3.952537997259473e-10
CELF1,5.728986630228308e-23,LOC388780,3.2712955839720246e-11,STXBP5-AS1,5.360530920642715e-41,PP2D1,2.5744104904260234e-35,LY6E,2.3931434486895716e-05,RBIS,7.661758673631313e-16,PABPC1,9.819920062754193e-37,DENND4C,3.132712749302111e-11,SUGCT,4.0701020756414136e-10
FUS,6.6174172858309e-23,DNAI2,3.52107520152119e-11,SERP2,1.3638260041384448e-40,LOC105374739,4.308016210367726e-35,RPL3,2.53288111365751e-05,LINC01237,8.834079746513179e-16,UBL5,3.459346710759706e-37,PFKFB4,3.505495694056286e-11,GNAI1,4.2525919035272274e-10
PDE8A,7.247871724332447e-23,LOC105371347,4.334736425554124e-11,ACSS1,4.283489813539598e-40,LOC100506317,5.669646886595696e-35,RBP1,2.6454439016105846e-05,TMEM147,8.594178659919602e-16,DPP6,1.2717251953157769e-36,MLXIPL,3.6030140455467023e-11,SLIT2,4.2575326362201457e-10
LOC107984132,1.1370622882050794e-22,CAMKMT,4.665799484145006e-11,GLRX2,2.815985941409844e-40,CLIP1-AS1,7.813753260042697e-35,FLNB,2.6615071042862685e-05,EIF1B,9.913887395838764e-16,ZPBP2,2.496448923398488e-36,ARMH4,4.020058292406012e-11,DGKB,4.690169127696632e-10
MIR3667HG,9.836114707775888e-23,CALM3,4.603766150012387e-11,LINC00266-3,2.5498035340282053e-40,CCDC192,4.837940762474767e-35,PRKCA,2.7286797798758815e-05,FARP2,1.0290834311960442e-15,GSTM3,1.1289507987913018e-36,KIAA1958,3.9236485512581006e-11,PLCB1,4.978283632634883e-10
TMX2-CTNND1,1.06535438132271e-22,LOC101927687,5.0786770827202284e-11,TMEM72-AS1,5.664022302264515e-40,C12orf42,8.176896785895819e-35,VGLL4,2.941655343783696e-05,HNRNPA2B1,9.89436232191641e-16,CRB1,2.380519131748728e-36,UNC80,4.490511442537496e-11,N6AMT1,5.226305302778357e-10
HAO1,1.1592970754160825e-22,TSBP1,5.0642776114187494e-11,SPACA9,2.0422978169157483e-40,EXOC4,8.319924880312791e-35,LRP1,3.002699007335814e-05,WNK1,1.199855533753447e-15,C5orf47,2.727958875711209e-36,IGSF1,4.7117957020714526e-11,ARHGAP44,5.636030604221716e-10
HEATR1,1.7598455419113939e-22,SPATA17,5.0786770827202284e-11,LOC105376874,5.5328537523419586e-40,FAM135B,1.469884684848177e-34,CDON,3.0100508010759358e-05,BMPR2,1.240990748393249e-15,HMGB2,1.633023370947409e-36,COX3,4.39286285850285e-11,SPIDR,5.379991832017382e-10
ACTB,1.7496192864833934e-22,PKIG,5.1682672642763145e-11,SGF29,5.000715129354983e-40,MORN5,6.672027166981456e-35,TTC37,3.00532427820378e-05,DUT,1.5060890781063017e-15,EFCAB5,3.252082482292268e-36,ZDHHC14,4.5725110358107866e-11,SYNE2,5.351824572429749e-10
GPC6,2.437102733636501e-22,CIB1,5.5695053066837046e-11,CACNA2D2,1.0839669484227379e-39,SMKR1,8.753918193062257e-35,PRDX1,3.182672866488817e-05,PSMD1,1.6685017960537985e-15,SUMO2,1.931324133305318e-36,SMARCA2,4.635012797612328e-11,P2RY14,6.388828250226706e-10
PRELID1,3.45713172090648e-22,C20orf96,6.249582407186498e-11,LRRC7-AS1,8.980100608568357e-40,ZC3H11B,2.719653737971914e-34,FADS1,3.391306401867318e-05,FBXO31,2.1403913147453796e-15,STK33,2.3917061518534822e-36,FNBP1,4.5452100782957216e-11,COL21A1,7.217835249331559e-10
BMPR1B,3.4369931453317195e-22,DNAL1,6.249582407186498e-11,SLC25A11,2.0143337216908066e-39,IZUMO2,1.3083113205539289e-34,CTSA,3.3824775699307366e-05,CT47A12,2.9522530550050503e-15,PET100,2.7359046779395893e-36,PCSK5,4.791134369714457e-11,DST,7.352465729560816e-10
GNB1,2.875088600019028e-22,ARHGEF3,8.060184196566165e-11,ZMIZ1-AS1,5.5226098920136385e-39,TXNDC8,8.407724351196445e-34,FDX1,3.4983538082666925e-05,SMC3,2.46847485841234e-15,CDC20B,1.0333603937681477e-35,MBOAT7,5.063913291203601e-11,LINC01122,9.397934296772861e-10
POTEF,4.381250133522646e-22,JAKMIP2,9.322230262512805e-11,FAM120B,5.018293340859194e-39,SETD9,3.5922115116801357e-34,IFITM3,3.56474423270959e-05,SETD2,2.6454933803685267e-15,CAMKMT,6.079510943795254e-36,KCNK13,5.0817243359912815e-11,SH3RF3,9.300588616529714e-10
